,sl.no,idx.chid,idx.alt,choice,cost,risk,weight,seats,noise,crowdness,convloc,clientele,african,lifeExp,dwage,iwage,educ,fatalism,gender,age,haveChildren,swim,idx.id,av,afrifer,afrihov,afriwat,lifefer,lifehov,lifewat,dwagfer,dwaghov,dwagwat,iwagfer,iwaghov,iwagwat,educfer,educhov,educwat,gendfer,gendhov,gendwat,agefer,agehove,agewat,Childfer,Childhov,Childwat,swimfer,swimhov,swimwat
102,102,37,Hovercraft,0,131.882187,3.881836,1.4678842,0.6,1,1,1,1,1,46,0,31.3598614,1,10,1,39,1,1,8260202,1,0,1,0,0,46,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,1,0,0,1,0
103,103,37,WaterTaxi,0,0,0,0,0,0,0,0,0,1,46,0,31.3598614,1,0,1,39,1,1,8260202,0,0,0,1,0,0,46,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,1,0,0,1
104,104,38,Ferry,1,56.956341,4.431152,1.4678842,1,0.6,0.6,0.8,1,1,46,0,31.3598614,1,10,1,39,1,1,8260202,1,1,0,0,46,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,1,0,0,1,0,0
105,105,38,Helicopter,0,170.418594,18.408203,1.4678842,0.6,0.4,1,1,1,1,46,0,31.3598614,1,10,1,39,1,1,8260202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,106,38,Hovercraft,0,0,0,0,0,0,0,0,0,1,46,0,31.3598614,1,0,1,39,1,1,8260202,0,0,1,0,0,46,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,1,0,0,1,0
107,107,38,WaterTaxi,0,112.091324,2.55127,1.4678842,0.6,1,1,1,1,1,46,0,31.3598614,1,10,1,39,1,1,8260202,1,0,0,1,0,0,46,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,1,0,0,1
108,108,39,Ferry,1,56.956341,4.431152,1.4678842,1,0.6,0.6,0.8,1,1,46,0,31.3598614,1,10,1,39,1,1,8260202,1,1,0,0,46,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,1,0,0,1,0,0
109,109,39,Helicopter,0,193.868103,18.408203,1.4678842,0.6,0.4,1,1,1,1,46,0,31.3598614,1,10,1,39,1,1,8260202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,39,Hovercraft,0,155.331711,3.881836,1.4678842,0.6,1,1,1,1,1,46,0,31.3598614,1,10,1,39,1,1,8260202,1,0,1,0,0,46,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,1,0,0,1,0
111,111,39,WaterTaxi,0,112.091324,2.55127,1.4678842,0.6,1,1,1,1,1,46,0,31.3598614,1,10,1,39,1,1,8260202,1,0,0,1,0,0,46,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,1,0,0,1
112,112,40,Ferry,1,56.956341,4.431152,1.4678842,1,0.6,0.6,0.8,1,1,46,0,31.3598614,1,10,1,39,1,1,8260202,1,1,0,0,46,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,1,0,0,1,0,0
113,113,40,Helicopter,0,193.868103,18.408203,1.4678842,0.6,0.4,1,1,1,1,46,0,31.3598614,1,10,1,39,1,1,8260202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,114,40,Hovercraft,0,0,0,0,0,0,0,0,0,1,46,0,31.3598614,1,0,1,39,1,1,8260202,0,0,1,0,0,46,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,1,0,0,1,0
115,115,40,WaterTaxi,0,112.091324,2.55127,1.4678842,0.6,1,1,1,1,1,46,0,31.3598614,1,10,1,39,1,1,8260202,1,0,0,1,0,0,46,0,0,0,0,0,31.3598614,0,0,1,0,0,1,0,0,39,0,0,1,0,0,1
116,116,41,Ferry,1,1.606509,4.431152,1.4678842,0.8,0.2,0.2,0.6,0.8,0,27,0,0,1,1,1,58,1,0,8260203,1,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,58,0,0,1,0,0,0,0,0
117,117,41,Helicopter,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,1,58,1,0,8260203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,118,41,Hovercraft,0,32.130177,3.881836,1.4678842,1,1,1,1,1,0,27,0,0,1,1,1,58,1,0,8260203,1,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,58,0,0,1,0,0,0,0
119,119,41,WaterTaxi,0,32.130177,2.55127,1.4678842,0.8,1,1,1,1,0,27,0,0,1,1,1,58,1,0,8260203,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,58,0,0,1,0,0,0
120,120,44,Ferry,1,1.606509,4.431152,1.4678842,0.8,0.2,0.2,0.6,0.8,0,27,0,0,1,1,1,58,1,0,8260203,1,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,58,0,0,1,0,0,0,0,0
121,121,44,Helicopter,0,64.260353,18.408203,1.4678842,0.4,1,1,1,1,0,27,0,0,1,1,1,58,1,0,8260203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,122,44,Hovercraft,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,1,58,1,0,8260203,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,58,0,0,1,0,0,0,0
123,123,44,WaterTaxi,0,32.130177,2.55127,1.4678842,0.8,1,1,1,1,0,27,0,0,1,1,1,58,1,0,8260203,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,58,0,0,1,0,0,0
124,124,45,Ferry,1,1.606509,4.431152,1.4678842,0.8,0.2,0.2,0.6,0.8,0,27,0,0,1,1,1,58,1,0,8260203,1,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,58,0,0,1,0,0,0,0,0
125,125,45,Helicopter,0,56.227814,18.408203,1.4678842,0.4,1,1,1,1,0,27,0,0,1,1,1,58,1,0,8260203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,126,45,Hovercraft,0,40.162724,3.881836,1.4678842,1,1,1,1,1,0,27,0,0,1,1,1,58,1,0,8260203,1,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,58,0,0,1,0,0,0,0
127,127,45,WaterTaxi,0,32.130177,2.55127,1.4678842,0.8,1,1,1,1,0,27,0,0,1,1,1,58,1,0,8260203,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,58,0,0,1,0,0,0
128,128,46,Ferry,1,42.395493,4.431152,1.4678842,0.2,0.2,0.2,0.2,0.2,1,55,23.997448,23.997448,1,10,1,30,0,0,8260204,1,1,0,0,55,0,0,23.997448,0,0,23.997448,0,0,1,0,0,1,0,0,30,0,0,0,0,0,0,0,0
129,129,46,Helicopter,0,0,0,0,0,0,0,0,0,1,55,23.997448,23.997448,1,0,1,30,0,0,8260204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,46,Hovercraft,0,59.193707,3.881836,1.4678842,1,1,1,1,1,1,55,23.997448,23.997448,1,10,1,30,0,0,8260204,1,0,1,0,0,55,0,0,23.997448,0,0,23.997448,0,0,1,0,0,1,0,0,30,0,0,0,0,0,0,0
131,131,46,WaterTaxi,0,61.993408,2.55127,1.4678842,0.6,0.6,0.8,1,1,1,55,23.997448,23.997448,1,10,1,30,0,0,8260204,1,0,0,1,0,0,55,0,0,23.997448,0,0,23.997448,0,0,1,0,0,1,0,0,30,0,0,0,0,0,0
132,132,47,Ferry,1,11.622787,4.431152,1.4678842,0.2,0.2,0.4,0.2,0.6,1,40,5.7736721,5.7736721,1,10,0,45,1,0,8260205,1,1,0,0,40,0,0,5.7736721,0,0,5.7736721,0,0,1,0,0,0,0,0,45,0,0,1,0,0,0,0,0
133,133,47,Helicopter,0,0,0,0,0,0,0,0,0,1,40,5.7736721,5.7736721,1,0,0,45,1,0,8260205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,134,47,Hovercraft,0,42.694382,3.881836,1.4678842,0.8,0.6,0.8,1,1,1,40,5.7736721,5.7736721,1,10,0,45,1,0,8260205,1,0,1,0,0,40,0,0,5.7736721,0,0,5.7736721,0,0,1,0,0,0,0,0,45,0,0,1,0,0,0,0
135,135,47,WaterTaxi,0,43.367977,2.55127,1.4678842,0.6,0.4,1,0.8,1,1,40,5.7736721,5.7736721,1,10,0,45,1,0,8260205,1,0,0,1,0,0,40,0,0,5.7736721,0,0,5.7736721,0,0,1,0,0,0,0,0,45,0,0,1,0,0,0
136,136,48,Ferry,1,65.024048,4.431152,1.4678842,0.8,0.2,0.2,0.6,0.6,0,48,36.2004852,36.2004852,1,1,1,37,1,1,8260206,1,0,0,0,48,0,0,36.2004852,0,0,36.2004852,0,0,1,0,0,1,0,0,37,0,0,1,0,0,1,0,0
137,137,48,Helicopter,0,0,0,0,0,0,0,0,0,0,48,36.2004852,36.2004852,1,0,1,37,1,1,8260206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,138,48,Hovercraft,0,110.691628,3.881836,1.4678842,0.8,1,1,0.8,0.8,0,48,36.2004852,36.2004852,1,1,1,37,1,1,8260206,1,0,0,0,0,48,0,0,36.2004852,0,0,36.2004852,0,0,1,0,0,1,0,0,37,0,0,1,0,0,1,0
139,139,48,WaterTaxi,0,114.915016,2.55127,1.4678842,0.8,1,1,0.8,0.8,0,48,36.2004852,36.2004852,1,1,1,37,1,1,8260206,1,0,0,0,0,0,48,0,0,36.2004852,0,0,36.2004852,0,0,1,0,0,1,0,0,37,0,0,1,0,0,1
140,140,49,Ferry,1,65.024048,4.431152,1.4678842,0.8,0.2,0.2,0.6,0.6,0,48,36.2004852,36.2004852,1,1,1,37,1,1,8260206,1,0,0,0,48,0,0,36.2004852,0,0,36.2004852,0,0,1,0,0,1,0,0,37,0,0,1,0,0,1,0,0
141,141,49,Helicopter,0,194.836227,18.408203,1.4678842,0.8,1,1,0.8,0.8,0,48,36.2004852,36.2004852,1,1,1,37,1,1,8260206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,142,49,Hovercraft,0,110.691628,3.881836,1.4678842,0.8,1,1,0.8,0.8,0,48,36.2004852,36.2004852,1,1,1,37,1,1,8260206,1,0,0,0,0,48,0,0,36.2004852,0,0,36.2004852,0,0,1,0,0,1,0,0,37,0,0,1,0,0,1,0
143,143,49,WaterTaxi,0,114.915016,2.55127,1.4678842,0.8,1,1,0.8,0.8,0,48,36.2004852,36.2004852,1,1,1,37,1,1,8260206,1,0,0,0,0,0,48,0,0,36.2004852,0,0,36.2004852,0,0,1,0,0,1,0,0,37,0,0,1,0,0,1
144,144,50,Ferry,1,65.024048,4.431152,1.4678842,0.8,0.2,0.2,0.6,0.6,0,48,36.2004852,36.2004852,1,1,1,37,1,1,8260206,1,0,0,0,48,0,0,36.2004852,0,0,36.2004852,0,0,1,0,0,1,0,0,37,0,0,1,0,0,1,0,0
145,145,50,Helicopter,0,194.836227,18.408203,1.4678842,0.8,1,1,0.8,0.8,0,48,36.2004852,36.2004852,1,1,1,37,1,1,8260206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,146,50,Hovercraft,0,110.691628,3.881836,1.4678842,0.8,1,1,0.8,0.8,0,48,36.2004852,36.2004852,1,1,1,37,1,1,8260206,1,0,0,0,0,48,0,0,36.2004852,0,0,36.2004852,0,0,1,0,0,1,0,0,37,0,0,1,0,0,1,0
147,147,50,WaterTaxi,0,114.915016,2.55127,1.4678842,0.8,1,1,0.8,0.8,0,48,36.2004852,36.2004852,1,1,1,37,1,1,8260206,1,0,0,0,0,0,48,0,0,36.2004852,0,0,36.2004852,0,0,1,0,0,1,0,0,37,0,0,1,0,0,1
148,148,51,Ferry,0,200.102539,4.431152,0.3863821,0.4,0.4,0.2,0.2,0.6,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0,0
149,149,51,Helicopter,0,0,0,0,0,0,0,0,0,1,42,117.2475815,117.2475815,1,0,1,43,0,0,8260301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,150,51,Hovercraft,0,148.513611,3.881836,0.3863821,0.8,0.6,0.6,0.6,1,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,0,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0
151,151,51,WaterTaxi,1,162.19249,2.55127,0.3863821,0.8,0.8,1,0.8,1,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,0,0,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0
152,152,52,Ferry,1,200.102539,4.431152,0.3863821,0.4,0.4,0.2,0.2,0.6,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0,0
153,153,52,Helicopter,0,187.59613,18.408203,0.3863821,0.6,1,1,0.8,1,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,154,52,Hovercraft,0,171.96312,3.881836,0.3863821,0.8,0.6,0.6,0.6,1,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,0,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0
155,155,52,WaterTaxi,0,0,0,0,0,0,0,0,0,1,42,117.2475815,117.2475815,1,0,1,43,0,0,8260301,0,0,0,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0
156,156,53,Ferry,1,200.102539,4.431152,0.3863821,0.4,0.4,0.2,0.2,0.6,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0,0
157,157,53,Helicopter,0,187.59613,18.408203,0.3863821,0.6,1,1,0.8,1,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158,53,Hovercraft,0,171.96312,3.881836,0.3863821,0.8,0.6,0.6,0.6,1,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,0,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0
159,159,53,WaterTaxi,0,0,0,0,0,0,0,0,0,1,42,117.2475815,117.2475815,1,0,1,43,0,0,8260301,0,0,0,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0
160,160,54,Ferry,0,200.102539,4.431152,0.3863821,0.4,0.4,0.2,0.2,0.6,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0,0
161,161,54,Helicopter,0,0,0,0,0,0,0,0,0,1,42,117.2475815,117.2475815,1,0,1,43,0,0,8260301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,54,Hovercraft,0,0,0,0,0,0,0,0,0,1,42,117.2475815,117.2475815,1,0,1,43,0,0,8260301,0,0,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0
163,163,54,WaterTaxi,1,162.19249,2.55127,0.3863821,0.8,0.8,1,0.8,1,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,0,0,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0
164,164,55,Ferry,0,200.102539,4.431152,0.3863821,0.4,0.4,0.2,0.2,0.6,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0,0
165,165,55,Helicopter,0,211.045654,18.408203,0.3863821,0.6,1,1,0.8,1,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166,55,Hovercraft,0,0,0,0,0,0,0,0,0,1,42,117.2475815,117.2475815,1,0,1,43,0,0,8260301,0,0,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,0
167,167,55,WaterTaxi,1,162.19249,2.55127,0.3863821,0.8,0.8,1,0.8,1,1,42,117.2475815,117.2475815,1,1,1,43,0,0,8260301,1,0,0,1,0,0,42,0,0,117.2475815,0,0,117.2475815,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0
168,168,56,Ferry,0,102.479485,4.431152,0.3863821,0.8,0.2,0.2,0.2,0.2,1,48,58.9357719,58.9357719,0,8,0,37,0,0,8260303,1,1,0,0,48,0,0,58.9357719,0,0,58.9357719,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
169,169,56,Helicopter,0,0,0,0,0,0,0,0,0,1,48,58.9357719,58.9357719,0,0,0,37,0,0,8260303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,170,56,Hovercraft,0,0,0,0,0,0,0,0,0,1,48,58.9357719,58.9357719,0,0,0,37,0,0,8260303,0,0,1,0,0,48,0,0,58.9357719,0,0,58.9357719,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
171,171,56,WaterTaxi,1,119.443169,2.55127,0.3863821,1,1,1,0.8,0.8,1,48,58.9357719,58.9357719,0,8,0,37,0,0,8260303,1,0,0,1,0,0,48,0,0,58.9357719,0,0,58.9357719,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
172,172,59,Ferry,0,102.479485,4.431152,0.3863821,0.8,0.2,0.2,0.2,0.2,1,48,58.9357719,58.9357719,0,8,0,37,0,0,8260303,1,1,0,0,48,0,0,58.9357719,0,0,58.9357719,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
173,173,59,Helicopter,0,181.915085,18.408203,0.3863821,0.6,1,1,0.6,1,1,48,58.9357719,58.9357719,0,8,0,37,0,0,8260303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,59,Hovercraft,0,0,0,0,0,0,0,0,0,1,48,58.9357719,58.9357719,0,0,0,37,0,0,8260303,0,0,1,0,0,48,0,0,58.9357719,0,0,58.9357719,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
175,175,59,WaterTaxi,1,119.443169,2.55127,0.3863821,1,1,1,0.8,0.8,1,48,58.9357719,58.9357719,0,8,0,37,0,0,8260303,1,0,0,1,0,0,48,0,0,58.9357719,0,0,58.9357719,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
176,176,60,Ferry,0,102.479485,4.431152,0.3863821,0.8,0.2,0.2,0.2,0.2,1,48,58.9357719,58.9357719,0,8,0,37,0,0,8260303,1,1,0,0,48,0,0,58.9357719,0,0,58.9357719,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
177,177,60,Helicopter,0,181.915085,18.408203,0.3863821,0.6,1,1,0.6,1,1,48,58.9357719,58.9357719,0,8,0,37,0,0,8260303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,178,60,Hovercraft,0,0,0,0,0,0,0,0,0,1,48,58.9357719,58.9357719,0,0,0,37,0,0,8260303,0,0,1,0,0,48,0,0,58.9357719,0,0,58.9357719,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
179,179,60,WaterTaxi,1,119.443169,2.55127,0.3863821,1,1,1,0.8,0.8,1,48,58.9357719,58.9357719,0,8,0,37,0,0,8260303,1,0,0,1,0,0,48,0,0,58.9357719,0,0,58.9357719,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
180,180,61,Ferry,0,29.916544,4.431152,0.3863821,0.4,0.4,0.4,0.2,0.6,1,59,16.3090668,16.3090668,1,10,1,26,0,0,8260304,1,1,0,0,59,0,0,16.3090668,0,0,16.3090668,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0
181,181,61,Helicopter,0,0,0,0,0,0,0,0,0,1,59,16.3090668,16.3090668,1,0,1,26,0,0,8260304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,61,Hovercraft,0,62.306206,3.881836,0.3863821,0.8,0.8,0.6,0.8,1,1,59,16.3090668,16.3090668,1,10,1,26,0,0,8260304,1,0,1,0,0,59,0,0,16.3090668,0,0,16.3090668,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0
183,183,61,WaterTaxi,1,64.208931,2.55127,0.3863821,0.8,0.8,0.8,0.8,1,1,59,16.3090668,16.3090668,1,10,1,26,0,0,8260304,1,0,0,1,0,0,59,0,0,16.3090668,0,0,16.3090668,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0
184,184,62,Ferry,0,29.916544,4.431152,0.3863821,0.4,0.4,0.4,0.2,0.6,1,59,16.3090668,16.3090668,1,10,1,26,0,0,8260304,1,1,0,0,59,0,0,16.3090668,0,0,16.3090668,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0
185,185,62,Helicopter,0,0,0,0,0,0,0,0,0,1,59,16.3090668,16.3090668,1,0,1,26,0,0,8260304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,186,62,Hovercraft,0,62.306206,3.881836,0.3863821,0.8,0.8,0.6,0.8,1,1,59,16.3090668,16.3090668,1,10,1,26,0,0,8260304,1,0,1,0,0,59,0,0,16.3090668,0,0,16.3090668,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0
187,187,62,WaterTaxi,1,64.208931,2.55127,0.3863821,0.8,0.8,0.8,0.8,1,1,59,16.3090668,16.3090668,1,10,1,26,0,0,8260304,1,0,0,1,0,0,59,0,0,16.3090668,0,0,16.3090668,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0
188,188,63,Ferry,0,29.916544,4.431152,0.3863821,0.4,0.4,0.4,0.2,0.6,1,59,16.3090668,16.3090668,1,10,1,26,0,0,8260304,1,1,0,0,59,0,0,16.3090668,0,0,16.3090668,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0
189,189,63,Helicopter,0,0,0,0,0,0,0,0,0,1,59,16.3090668,16.3090668,1,0,1,26,0,0,8260304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,190,63,Hovercraft,0,62.306206,3.881836,0.3863821,0.8,0.8,0.6,0.8,1,1,59,16.3090668,16.3090668,1,10,1,26,0,0,8260304,1,0,1,0,0,59,0,0,16.3090668,0,0,16.3090668,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0
191,191,63,WaterTaxi,1,64.208931,2.55127,0.3863821,0.8,0.8,0.8,0.8,1,1,59,16.3090668,16.3090668,1,10,1,26,0,0,8260304,1,0,0,1,0,0,59,0,0,16.3090668,0,0,16.3090668,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0
192,192,64,Ferry,0,29.916544,4.431152,0.3863821,0.4,0.4,0.4,0.2,0.6,1,59,16.3090668,16.3090668,1,10,1,26,0,0,8260304,1,1,0,0,59,0,0,16.3090668,0,0,16.3090668,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0
193,193,64,Helicopter,0,0,0,0,0,0,0,0,0,1,59,16.3090668,16.3090668,1,0,1,26,0,0,8260304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,194,64,Hovercraft,0,62.306206,3.881836,0.3863821,0.8,0.8,0.6,0.8,1,1,59,16.3090668,16.3090668,1,10,1,26,0,0,8260304,1,0,1,0,0,59,0,0,16.3090668,0,0,16.3090668,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0
195,195,64,WaterTaxi,1,64.208931,2.55127,0.3863821,0.8,0.8,0.8,0.8,1,1,59,16.3090668,16.3090668,1,10,1,26,0,0,8260304,1,0,0,1,0,0,59,0,0,16.3090668,0,0,16.3090668,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0
196,196,67,Ferry,0,58.778862,4.431152,0.3863821,0.2,0.2,0.2,0.4,0.2,0,56,33.8598328,33.8598328,1,4,1,29,1,0,8260306,1,0,0,0,56,0,0,33.8598328,0,0,33.8598328,0,0,1,0,0,1,0,0,29,0,0,1,0,0,0,0,0
197,197,67,Helicopter,0,0,0,0,0,0,0,0,0,0,56,33.8598328,33.8598328,1,0,1,29,1,0,8260306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,198,67,Hovercraft,0,0,0,0,0,0,0,0,0,0,56,33.8598328,33.8598328,1,0,1,29,1,0,8260306,0,0,0,0,0,56,0,0,33.8598328,0,0,33.8598328,0,0,1,0,0,1,0,0,29,0,0,1,0,0,0,0
199,199,67,WaterTaxi,1,66.667747,2.55127,0.3863821,0.8,0.8,0.8,0.6,0.8,0,56,33.8598328,33.8598328,1,4,1,29,1,0,8260306,1,0,0,0,0,0,56,0,0,33.8598328,0,0,33.8598328,0,0,1,0,0,1,0,0,29,0,0,1,0,0,0
200,200,68,Ferry,0,58.778862,4.431152,0.3863821,0.2,0.2,0.2,0.4,0.2,0,56,33.8598328,33.8598328,1,4,1,29,1,0,8260306,1,0,0,0,56,0,0,33.8598328,0,0,33.8598328,0,0,1,0,0,1,0,0,29,0,0,1,0,0,0,0,0
201,201,68,Helicopter,1,100.604332,18.408203,0.3863821,0.4,0.6,0.6,0.6,1,0,56,33.8598328,33.8598328,1,4,1,29,1,0,8260306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,202,68,Hovercraft,0,0,0,0,0,0,0,0,0,0,56,33.8598328,33.8598328,1,0,1,29,1,0,8260306,0,0,0,0,0,56,0,0,33.8598328,0,0,33.8598328,0,0,1,0,0,1,0,0,29,0,0,1,0,0,0,0
203,203,68,WaterTaxi,0,66.667747,2.55127,0.3863821,0.8,0.8,0.8,0.6,0.8,0,56,33.8598328,33.8598328,1,4,1,29,1,0,8260306,1,0,0,0,0,0,56,0,0,33.8598328,0,0,33.8598328,0,0,1,0,0,1,0,0,29,0,0,1,0,0,0
